module,address,end_address,size,name,source,source_sha256,catalog_status
CARDGAME,0x8009848c,0x80098558,204,CARDGAME_F0x8009848c,src/cardgame/cardgame_f0x8009848c.c,f625f76867a3c9721c7ea6ec2f93a5f77cb12a507eb881d813a1e50d6ee93a2e,C_MATCHING
CARDGAME,0x80098558,0x80098864,780,CARDGAME_F0x80098558,src/cardgame/cardgame_f0x80098558.c,1782ab7590b07d6c46c08a5c864099cf60db7e4304859c2bad62c56dd0e0cdfd,C_MATCHING
CARDGAME,0x80098898,0x80099440,2984,CARDGAME_F0x80098898,src/cardgame/cardgame_f0x80098898.c,a328d579a72b524606d0e685bec590df99f7068f626cdc399acb929db1c2884d,C_MATCHING
CARDGAME,0x80099440,0x800999a0,1376,CARDGAME_F0x80099440,src/cardgame/cardgame_f0x80099440.c,7d3eb6442fdce97c563888fc95b5013743786eef31d049aa54e3b485f9e7f43f,C_MATCHING
CARDGAME,0x800999a0,0x80099be4,580,CARDGAME_F0x800999a0,src/cardgame/cardgame_f0x800999a0.c,b9ee360833fabf4e76d89f9b57b1cb22a19e183848063a2dc6fc274428c74396,C_MATCHING
CARDGAME,0x80099be4,0x80099d18,308,CARDGAME_F0x80099be4,src/cardgame/cardgame_f0x80099be4.c,10d463765f6cd5a735201483e6c03a4aa3145e130679894948898a376c84e3a1,C_MATCHING
CARDGAME,0x80099d18,0x80099de8,208,CARDGAME_F0x80099d18,src/cardgame/cardgame_f0x80099d20.c,2167cdeeba32eb2ba4b336b94836e1fc53c64dc3243754932262d8b11e303a89,C_MATCHING
CARDGAME,0x80099de8,0x80099ed4,236,CARDGAME_F0x80099de8,src/cardgame/cardgame_f0x80099de8.c,2c3fb4fa17546e9aa877c54bcb365862aab0192b722181d3819cab28489c1145,C_MATCHING
CARDGAME,0x80099ed4,0x80099f60,140,CARDGAME_F0x80099ed4,src/cardgame/cardgame_f0x80099ed4.c,4d927fa4cbe3d51b5b6a5c6ebbd0b315da60467d5d17ae660394f0823fd6b6c2,C_MATCHING
CARDGAME,0x80099f60,0x80099ffc,156,CARDGAME_F0x80099f60,src/cardgame/cardgame_f0x80099f60.c,81ee648697fcd700fa1e0b50b39061b192524668bc156e72ee78d1e74bbbef33,C_MATCHING
CARDGAME,0x80099ffc,0x8009a1a0,420,CARDGAME_F0x80099ffc,src/cardgame/cardgame_f0x8009a004.c,9f46619ad7ad48bf9d80d0db5ec6aab62471fedfab3c1d1a03050668f2f41ebc,C_MATCHING
CARDGAME,0x8009a1a0,0x8009a454,692,CARDGAME_F0x8009a1a0,src/cardgame/cardgame_f0x8009a1a0.c,2137df8d974071d5fdfd4ac3bd45f20dae82b3be87eba893a4ab72a36cac55b9,C_MATCHING
CARDGAME,0x8009a454,0x8009a540,236,CARDGAME_F0x8009a454,src/cardgame/cardgame_f0x8009a454.c,f6516f072e13615da80f328d46d7a82c35a98433762c1611676c8af6d405ae5b,C_MATCHING
CARDGAME,0x8009a540,0x8009a5b0,112,CARDGAME_F0x8009a540,src/cardgame/cardgame_f0x8009a540.c,95cfe7a92179f6fb251ad9362aa3b8e91d87e9365c3934fd543c9aac0c3e71c4,C_MATCHING
CARDGAME,0x8009a5b0,0x8009a62c,124,CARDGAME_F0x8009a5b0,src/cardgame/cardgame_f0x8009a5b0.c,7045ef04962a2eb6d9b9352e6348aeadb3b26f7b67143efe78985c755caf8511,C_MATCHING
CARDGAME,0x8009a62c,0x8009a75c,304,CARDGAME_F0x8009a62c,src/cardgame/cardgame_f0x8009a62c.c,d5e2ac637e65165aebd092767a014406f0834634e78c3715b04bf87a205f2e3c,C_MATCHING
CARDGAME,0x8009a75c,0x8009a82c,208,CARDGAME_F0x8009a75c,src/cardgame/cardgame_f0x8009a75c.c,a4a7279fd7e974eeb67de6120c5c833848af2b71e9ab5f88db8bc491a6075c62,C_MATCHING
CARDGAME,0x8009a82c,0x8009a998,364,CARDGAME_F0x8009a82c,src/cardgame/cardgame_f0x8009a82c.c,7fdd2315b111cabc82ab2ad8c03ca3bc79c90c564069d5b022e6dc2603d835a5,C_MATCHING
CARDGAME,0x8009a998,0x8009acac,788,CARDGAME_F0x8009a998,src/cardgame/cardgame_f0x8009a998.c,bc4c018b9432f892781076a21a7ba2dac646f3958f755c53b65455844839b5f9,C_MATCHING
CARDGAME,0x8009acac,0x8009af28,636,CARDGAME_F0x8009acac,src/cardgame/cardgame_f0x8009acac.c,748318430c9ced8f806ec41ddf104d67e8e91003c6e76c3e63a7285a2a1c4055,C_MATCHING
CARDGAME,0x8009af28,0x8009b028,256,CARDGAME_F0x8009af28,src/cardgame/cardgame_f0x8009af28.c,50541cee00ff5cb8634080af8880f2270dbadc2d4520e0dcc4ebf6696e06ce45,C_MATCHING
CARDGAME,0x8009b028,0x8009b168,320,CARDGAME_F0x8009b028,src/cardgame/cardgame_f0x8009b028.c,6f91cc0496520d4c94bd9eed2cb612578aa27d9011403e0e05fcbd1c2de49778,C_MATCHING
CARDGAME,0x8009b168,0x8009b678,1296,CARDGAME_F0x8009b168,src/cardgame/cardgame_f0x8009b168.c,06c9c0f29bafebb704712c3922865c57f82546e8e7c8a6d18631ad6fb86b5b45,C_MATCHING
CARDGAME,0x8009b678,0x8009b76c,244,CARDGAME_F0x8009b678,src/cardgame/cardgame_f0x8009b678.c,0946e38964b80edca08b0ec9de0209f360206501ef8413a4c13aedb64d6b3df3,C_MATCHING
CARDGAME,0x8009b76c,0x8009b890,292,CARDGAME_F0x8009b76c,src/cardgame/cardgame_f0x8009b76c.c,512b01cd66c813ee557697e3a34f117c04fdfde389a1bb4f0a2174125ca5ad55,C_MATCHING
CARDGAME,0x8009b890,0x8009ba3c,428,CARDGAME_F0x8009b890,src/cardgame/cardgame_f0x8009b890.c,92d36910031bcbabc9fcb83c4ff351ac9d8b036d9aaaa1688af9f9937561a567,C_MATCHING
CARDGAME,0x8009ba3c,0x8009bac8,140,CARDGAME_F0x8009ba3c,src/cardgame/cardgame_f0x8009ba3c.c,913dc84b6e7db58c6f66b0dd5e1e03f9e8f5756c490fca41dbde5c42572c661f,C_MATCHING
CARDGAME,0x8009bac8,0x8009bba8,224,CARDGAME_F0x8009bac8,src/cardgame/cardgame_f0x8009bac8.c,e459526e1c5ea043ec335bee15373c64bd95f3dd183f67d5cda3b42b8b8b26e9,C_MATCHING
CARDGAME,0x8009bba8,0x8009be40,664,CARDGAME_F0x8009bba8,src/cardgame/cardgame_f0x8009bba8.c,0d9073bfe9aa9fa7e78f73ed4f2f150feb5762d1f8c8efb5ba3e54548d719d16,C_MATCHING
CARDGAME,0x8009beac,0x8009bf5c,176,CARDGAME_F0x8009beac,src/cardgame/cardgame_f0x8009beac.c,28b8922580874060041f7a7b9945fd3966160f145d6ec99cc326611e92ec6eab,C_MATCHING
CARDGAME,0x8009bf5c,0x8009bfcc,112,CARDGAME_F0x8009bf5c,src/cardgame/cardgame_f0x8009bf5c.c,44e00dfc5c5aec406a15b106f9b3e47a144a2c795c63c10e2a3a69984193f89f,C_MATCHING
CARDGAME,0x8009c054,0x8009c0dc,136,CARDGAME_F0x8009c054,src/cardgame/cardgame_f0x8009c054.c,0fdd1d9c6193166d03e23870170822fa80570f1f5f2c01c86d7f064db7008ada,C_MATCHING
CARDGAME,0x8009c0dc,0x8009c124,72,CARDGAME_F0x8009c0dc,src/cardgame/cardgame_f0x8009c0dc.c,7f36ba4a347c55b128c4bb901a3b5e055a0305d7ec3ae9ab49fe40481228d027,C_MATCHING
CARDGAME,0x8009c124,0x8009c16c,72,CARDGAME_F0x8009c124,src/cardgame/cardgame_f0x8009c124.c,ca012d8294cb02fecf334ebb96a0bd418f79f1a1bdade590a0301c59200c488d,C_MATCHING
CARDGAME,0x8009c174,0x8009c1cc,88,CARDGAME_F0x8009c174,src/cardgame/cardgame_f0x8009c174.c,d020ed3c5c6cd6da25f0a41aef8f8b63825ac5600445f4de24910c3d70cf4548,C_MATCHING
CARDGAME,0x8009c1cc,0x8009c214,72,CARDGAME_F0x8009c1cc,src/cardgame/cardgame_f0x8009c1cc.c,e7cecd0dc42ab40c7e383c845932bdda3ee1a6796656f96c256aa13f13f53fd6,C_MATCHING
CARDGAME,0x8009c214,0x8009c25c,72,CARDGAME_F0x8009c214,src/cardgame/cardgame_f0x8009c214.c,6f7affb6c7865e41dd10709ee536b325684dbec09120f5fd6ec124fe81362e30,C_MATCHING
CARDGAME,0x8009c510,0x8009c5d8,200,CARDGAME_F0x8009c510,src/cardgame/cardgame_f0x8009c510.c,2ae500da538708f424900578c2e00bf7494c4564577c4ea790f659ee3972bed5,C_MATCHING
CARDGAME,0x8009c5d8,0x8009c654,124,CARDGAME_F0x8009c5d8,src/cardgame/cardgame_f0x8009c5d8.c,6c1c6993565a59187f88a49f7f97a568dfceecb52e84908bd9cf9a66419869fd,C_MATCHING
CARDGAME,0x8009c654,0x8009c6e8,148,CARDGAME_F0x8009c654,src/cardgame/cardgame_f0x8009c654.c,ee5d8973995de62c9f53b3fad2cf837599b9abbded0c6b49c257059b0d15597a,C_MATCHING
CARDGAME,0x8009c6e8,0x8009c770,136,CARDGAME_F0x8009c6e8,src/cardgame/cardgame_f0x8009c6e8.c,4e4f6166b73540cd8737d5e07c0a0d72e5f70d5d2ad5c8732be6b930b3f69e8c,C_MATCHING
CARDGAME,0x8009c770,0x8009c7f8,136,CARDGAME_F0x8009c770,src/cardgame/cardgame_f0x8009c770.c,dfb1f16c2c296a8cd252cc9aa839c4772858f2ac6155a28db13086a90f58e3bb,C_MATCHING
CARDGAME,0x8009c904,0x8009c938,52,CARDGAME_F0x8009c904,src/cardgame/cardgame_f0x8009c904.c,14c30e72c2f53b57cda489de42449ecb8abb48ed1e1e9e03648cb3c6e9c312a0,C_MATCHING
CARDGAME,0x8009c938,0x8009c960,40,CARDGAME_F0x8009c938,src/cardgame/cardgame_f0x8009c938.c,f98075b1fcab3760d688640cdd8e801367b3aada623226ea6aedef0a0849b0a8,C_MATCHING
CARDGAME,0x8009c9a0,0x8009ca3c,156,CARDGAME_F0x8009c9a0,src/cardgame/cardgame_f0x8009c9a0.c,267cf4314628a322ff55807d121df5c6ecc42bf8af4375fd5b33808a7be959c7,C_MATCHING
CARDGAME,0x8009ca3c,0x8009ca80,68,CARDGAME_F0x8009ca3c,src/cardgame/cardgame_f0x8009ca3c.c,02ace140ef0920043fd66d49cccda25db9102ab4ba009f33b31cadfd142ab37d,C_MATCHING
CARDGAME,0x8009cda4,0x8009cdfc,88,CARDGAME_F0x8009cda4,src/cardgame/cardgame_f0x8009cda4.c,9770661cbd6e4decfbac7d68333a15f06a2de0443ffc8076f8492510b7b9feba,C_MATCHING
CARDGAME,0x8009ce28,0x8009ce94,108,CARDGAME_F0x8009ce28,src/cardgame/cardgame_f0x8009ce28.c,c6836e1773d9813d4aba0c3727f989a8f816ae15c8b37327635d084cd349dc93,C_MATCHING
CARDGAME,0x8009ce94,0x8009cf60,204,CARDGAME_F0x8009ce94,src/cardgame/cardgame_f0x8009ce94.c,d34169c62b5a826512907e12be8c6febe196e48fc2b23e9e0950a371ff2a8650,C_MATCHING
CARDGAME,0x8009cf60,0x8009cfbc,92,CARDGAME_F0x8009cf60,src/cardgame/cardgame_f0x8009cf60.c,e99579c5f929baaa52f856492e2075205b9e7f8e3514d675a35eb3c1aa628715,C_MATCHING
CARDGAME,0x8009cfbc,0x8009d0b0,244,CARDGAME_F0x8009cfbc,src/cardgame/cardgame_f0x8009cfbc.c,3b35b05d0d19f7a5468ba475c79ded0a5603b70497db56f8cfa634fd16c0c202,C_MATCHING
CARDGAME,0x8009d0b0,0x8009d140,144,CARDGAME_F0x8009d0b0,src/cardgame/cardgame_f0x8009d0b0.c,e2dacd8804a1a1950f76e34483eed1bbf8259efe5cb191b7769c7ca33d9970e5,C_MATCHING
CARDGAME,0x8009d15c,0x8009d310,436,CARDGAME_F0x8009d15c,src/cardgame/cardgame_f0x8009d15c.c,79e7e748053689855690f740d2728b17495a3a30a58ccaf2120a6fb2e7b62859,C_MATCHING
CARDGAME,0x8009d310,0x8009d540,560,CARDGAME_F0x8009d310,src/cardgame/cardgame_f0x8009d310.c,b69ab1f7d1cd61d8955066bcf32de14301fdb1ebc1bb8dfecdd693edddca2dcf,C_MATCHING
CARDGAME,0x8009d540,0x8009d6b4,372,CARDGAME_F0x8009d540,src/cardgame/cardgame_f0x8009d540.c,5cee15194efd08bd5c26fcf44d29e243776fea66477dcf2da66ebae41670238c,C_MATCHING
CARDGAME,0x8009d6b4,0x8009d6e0,44,CARDGAME_F0x8009d6b4,src/cardgame/cardgame_f0x8009d6b4.c,dc47346360c3b34e1e2cc1c8ba4612adf4bb8cb9942bfc358168961b32868477,C_MATCHING
CARDGAME,0x8009d6e0,0x8009d8fc,540,CARDGAME_F0x8009d6e0,src/cardgame/cardgame_f0x8009d6e0.c,12873f7b98d850ea7eb0cba344f40694bbe0593d704dadb24070d003b4e858b1,C_MATCHING
CARDGAME,0x8009dbe8,0x8009dec4,732,CARDGAME_F0x8009dbe8,src/cardgame/cardgame_f0x8009dbe8.c,9166c65bf65e019258dc4aae85b8e6bac5c72679f053452f0ade02d46a4775ec,C_MATCHING
CARDGAME,0x8009dec4,0x8009df68,164,CARDGAME_F0x8009dec4,src/cardgame/cardgame_f0x8009dec4.c,c38faf4c93b01d26a1001b43bafe6bad2851fe244ddca94fec3f93f1ca926808,C_MATCHING
CARDGAME,0x8009e024,0x8009e560,1340,CARDGAME_F0x8009e024,src/cardgame/cardgame_f0x8009e024.c,7b7a951d1d41201dc517f74d8de259eefcb29745eb442d2efe2d706950563bbe,C_MATCHING
CARDGAME,0x8009e560,0x8009e62c,204,CARDGAME_F0x8009e560,src/cardgame/cardgame_f0x8009e560.c,37be742bff4c9d4c4fe093db2e0f91b88e193e4316cae4c70fdea41d4d55c7bb,C_MATCHING
CARDGAME,0x8009e668,0x8009edcc,1892,CARDGAME_F0x8009e668,src/cardgame/cardgame_f0x8009e668.c,bb2daa164d021d42800466bc5f012b47c2680eebabbc670cd8537091a84e5ea6,C_MATCHING
CARDGAME,0x8009edcc,0x8009eefc,304,CARDGAME_F0x8009edcc,src/cardgame/cardgame_f0x8009edcc.c,6328227b80abba9481a965279d0e787694aff7e950b57763d5ec6fbe091515c9,C_MATCHING
CARDGAME,0x8009eefc,0x8009f04c,336,CARDGAME_F0x8009eefc,src/cardgame/cardgame_f0x8009eefc.c,42c78e2577d77b4079a879dbb40844d0d260dee3eba1b021bfd6a9a58e5b968a,C_MATCHING
CARDGAME,0x8009f04c,0x8009f110,196,CARDGAME_F0x8009f04c,src/cardgame/cardgame_f0x8009f04c.c,c12fb56c0ed40df66504faebeea4713ae709ed5c3e1d9336969a37cb051ebd10,C_MATCHING
CARDGAME,0x8009f110,0x8009f8c0,1968,CARDGAME_F0x8009f110,src/cardgame/cardgame_f0x8009f110.c,78c5b38d3949dacb3b052f6d58fb42007867d8d4f96aa4d1388c724916411ad4,C_MATCHING
CARDGAME,0x8009f998,0x8009fb18,384,CARDGAME_F0x8009f998,src/cardgame/cardgame_f0x8009f998.c,776814896b6b8ce79c53ea769f9ac214a2ea019c1a9faba7df771e0cd16d354f,C_MATCHING
CARDGAME,0x8009fb18,0x8009fdd8,704,CARDGAME_F0x8009fb18,src/cardgame/cardgame_f0x8009fb18.c,7fcc6d5a025110a7fb01cf32b5bd595a0fa52aeedb1779a0cbc0249f286e766b,C_MATCHING
CARDGAME,0x8009fdd8,0x800a0548,1904,CARDGAME_F0x8009fdd8,src/cardgame/cardgame_f0x8009fdd8.c,02f9560fc9482275cf00aab2ead257065d0d7d53a50159b01361ee8f171d2ecf,C_MATCHING
CARDGAME,0x800a0548,0x800a0590,72,CARDGAME_F0x800a0548,src/cardgame/cardgame_f0x800a0548.c,9e8e766f2f9bb9845eef4c0130dbffaa36c097a3eb50712e90cf9db6d1c492d9,C_MATCHING
CARDGAME,0x800a0628,0x800a0708,224,CARDGAME_F0x800a0628,src/cardgame/cardgame_f0x800a0628.c,5e5a8d1c4a671e944bdb65cdf5da90ed9c9da8c4060676a7be2ac198ed3e4ea7,C_MATCHING
CARDGAME,0x800a0708,0x800a0754,76,CARDGAME_F0x800a0708,src/cardgame/cardgame_f0x800a0708.c,cea08f846c3b4ec54f670cacdda98d376e3b2e7af59661415ce68543518ab7ab,C_MATCHING
CARDGAME,0x800a0754,0x800a0844,240,CARDGAME_F0x800a0754,src/cardgame/cardgame_f0x800a0754.c,58d4983c0b15d677a0fdaca40f781efd5a2ebfa5ba15adc0aa29ec1cc2a0f6e8,C_MATCHING
CARDGAME,0x800a0844,0x800a09fc,440,CARDGAME_F0x800a0844,src/cardgame/cardgame_f0x800a0844.c,fa1f5622473b7a4c46d90bace6d7b8bf2c7d7d0bd6a6f508cd4978aefa9f2eda,C_MATCHING
CARDGAME,0x800a09fc,0x800a0acc,208,CARDGAME_F0x800a09fc,src/cardgame/cardgame_f0x800a09fc.c,d7155a3c7712e8e09f69137a149f20721f802b557ffe0e94e7b309bc0ba71309,C_MATCHING
STCRDABM,0x80082d88,0x80082e10,136,STCRDABM_func_80082d88,src/stcrdabm/stcrdabm_func_80082d88.c,a6eda2ccd5450c562c04fe86d25c54c955fe1aef63137ab46d978f8aa177dd61,C_MATCHING
STCRDABM,0x80082e10,0x80082f54,324,STCRDABM_func_80082e10,src/stcrdabm/stcrdabm_func_80082e10.c,0c1f9143a384599e7e7f3dd99d3035d399cc674d8facdd130c8eee1503f5b9a8,C_MATCHING
STCRDABM,0x80082f54,0x80083008,180,STCRDABM_func_80082f54,src/stcrdabm/stcrdabm_func_80082f54.c,8bb86a66cb075210b67bcfeab04585696a9832cc64e708cc603884534340d337,C_MATCHING
STCRDABM,0x80083008,0x8008304c,68,STCRDABM_func_80083008,src/stcrdabm/stcrdabm_func_80083008.c,d555e360e3196dc3f308b85fd5079f0f27cbb78a29538abbe64f56cdaab7f8cb,C_MATCHING
STCRDABM,0x8008304c,0x80083114,200,STCRDABM_func_8008304c,src/stcrdabm/stcrdabm_func_8008304c.c,9a991c1dd3c4ea149cda50a99ed83b97585cbd96f630e3ce91430041ff0bb809,C_MATCHING
STCRDABM,0x80083114,0x8008314c,56,STCRDABM_func_80083114,src/stcrdabm/stcrdabm_func_80083114.c,54c19268ff133f0f9ac754de786694da0c0c50e56dc0f73b1f00c75c4fb34383,C_MATCHING
STCRDABM,0x8008314c,0x80083174,40,STCRDABM_func_8008314c,src/stcrdabm/stcrdabm_func_8008314c.c,d28e8bd25c8c16918d186d4772bc9ed090b0659fccdb58287de952f431e1aa26,C_MATCHING
STCRDABM,0x80083174,0x800835bc,1096,STCRDABM_func_80083174,src/stcrdabm/stcrdabm_func_80083174.c,f31617e37801fecbbf57b5f31c6854dbf7bc0cccd4c9a65ab807c906e09e608f,C_MATCHING
STCRDABM,0x800835bc,0x80083734,376,STCRDABM_func_800835bc,src/stcrdabm/stcrdabm_func_800835bc.c,10a9755c0da73905aedec804b3033a311dc17d082ea4401c78f260512f9d19f5,C_MATCHING
STCRDABM,0x80083734,0x80083780,76,STCRDABM_func_80083734,src/stcrdabm/stcrdabm_func_80083734.c,ef61326b3f794d4f86cd8661d0a312a329d3dee436b948b4e7233eb8c5b23ba7,C_MATCHING
STCRDABM,0x80083780,0x80083848,200,STCRDABM_func_80083780,src/stcrdabm/stcrdabm_func_80083780.c,a0161bccbef26386d5001b94e260b6be156bd9cf4f66acd926192f82ef2a1a2a,C_MATCHING
STCRDABM,0x80083848,0x80083a78,560,STCRDABM_func_80083848,src/stcrdabm/stcrdabm_func_80083848.c,157383ad64091c9cc1a915c813e1eadcc996724e132e62eed18200dd6e172136,C_MATCHING
STCRDABM,0x80083a78,0x80083ad8,96,STCRDABM_func_80083a78,src/stcrdabm/stcrdabm_func_80083a78.c,500ae32c556ead46dfcdb8b05300898ff85ed11309976c2385426789667e375f,C_MATCHING
STCRDABM,0x80083ad8,0x80083bd0,248,STCRDABM_func_80083ad8,src/stcrdabm/stcrdabm_func_80083ad8.c,6266b9b209d6586cbce1c9dbcd03486f55a9508dabdd0bdfded8c3787562125e,C_MATCHING
STCRDABM,0x80083bd0,0x80083bfc,44,STCRDABM_func_80083bd0,src/stcrdabm/stcrdabm_func_80083bd0.c,6b3531620084384fd3f4b5988b15a211ff246276fe12944c68b1cde1a28e3d26,C_MATCHING
STCRDABM,0x80083bfc,0x80083e14,536,STCRDABM_func_80083bfc,src/stcrdabm/stcrdabm_func_80083bfc.c,80b71d8999552890618dbfd9183486ed986a3553e4cd343afbc7eef8eb5b41a9,C_MATCHING
STCRDABM,0x80083e14,0x800840ac,664,STCRDABM_func_80083e14,src/stcrdabm/stcrdabm_func_80083e14.c,170a0d8ac703408ecba33d130ab65aa263a89a0244e7e312a38df45d37bd3112,C_MATCHING
STCRDABM,0x800840ac,0x80084500,1108,STCRDABM_func_800840ac,src/stcrdabm/stcrdabm_func_800840ac.c,bda28fa49b80706e9471cea83090bdbd2848e17070e81d722205577bf2584fd6,C_MATCHING
STCRDABM,0x80084500,0x80084bc8,1736,STCRDABM_func_80084500,src/stcrdabm/stcrdabm_func_80084500.c,b3b8346c8fd48ff8467e5dc80f5fcad37f46537138391b78f6b6ab4ba110f825,C_MATCHING
STCRDABM,0x80084bc8,0x80084c38,112,STCRDABM_func_80084bc8,src/stcrdabm/stcrdabm_func_80084bc8.c,b8ad0b4903a2ec131bb6fbf4199b6d73a1027fb98284a290d8c4d7dd0efee04a,C_MATCHING
STCRDABM,0x80084c38,0x80085540,2312,STCRDABM_func_80084c38,src/stcrdabm/stcrdabm_func_80084c38.c,925201c8ab8e64278a099e2baec5af1a5012c008a3add56e70c92d39f5efc5cc,C_MATCHING
STCRDABM,0x80085540,0x8008566c,300,STCRDABM_func_80085540,src/stcrdabm/stcrdabm_func_80085540.c,58901db2017673199e4bff299a9e897e68c808afd9f42113d7dd719eb5081169,C_MATCHING
STCRDABM,0x8008566c,0x800856a8,60,STCRDABM_func_8008566c,src/stcrdabm/stcrdabm_func_8008566c.c,f5b8bd798a3b5f9ae6d42e432e19766596e36264be69f3d2b6ae518d5c43550f,C_MATCHING
STCRDABM,0x800856a8,0x800857a0,248,STCRDABM_func_800856a8,src/stcrdabm/stcrdabm_func_800856a8.c,b61218389d7026626723ea297586a452b8d5093e50bdc257baf4251f0bd036bc,C_MATCHING
STCRDABM,0x800857a0,0x800858a0,256,STCRDABM_func_800857a0,src/stcrdabm/stcrdabm_func_800857a0.c,f175b3afbbf269c17da0f0b60a7450f0f51b0792a105bedf3bbf7e7c7da1aacc,C_MATCHING
STCRDABM,0x800858a0,0x80085934,148,STCRDABM_func_800858a0,src/stcrdabm/stcrdabm_func_800858a0.c,d327e290735361230732022299ede4ec0ae1ff54b1968ea0a9c1a7d8a799e258,C_MATCHING
STCRDABM,0x80085934,0x800859a0,108,STCRDABM_func_80085934,src/stcrdabm/stcrdabm_func_80085934.c,4d35129e8cc6b677ff174a627db47d5eda91dd07d376b86a5d9f9cc46fbed698,C_MATCHING
STCRDDEK,0x800831f0,0x800832e8,248,STCRDDEK_func_800831f0,src/stcrddek/stcrddek_func_800831f0.c,23223b8bd7665497db9871ed4ae197e22726b1789935d5cca5f9ad0ac8df1671,C_MATCHING
STCRDDEK,0x800832e8,0x80083314,44,STCRDDEK_func_800832e8,src/stcrddek/stcrddek_func_800832e8.c,df4a0866257c1ce40c36f341ca3b85ea82c2901cb8374bb625df2f56d8eba445,C_MATCHING
STCRDDEK,0x80083314,0x8008339c,136,STCRDDEK_func_80083314,src/stcrddek/stcrddek_func_80083314.c,afbdb8efff427efe6b3f9b6ab1e28c25e9e30cb8e006e7a03cea3d7f6e93db9b,C_MATCHING
STCRDDEK,0x8008339c,0x800834e0,324,STCRDDEK_func_8008339c,src/stcrddek/stcrddek_func_8008339c.c,f8aa04e3fceefe60d64374729884ec20255c9fd2ed39fcf814d4dfbeb137b161,C_MATCHING
STCRDDEK,0x800834e0,0x80083594,180,STCRDDEK_func_800834e0,src/stcrddek/stcrddek_func_800834e0.c,597e9b6ced7033f765cf946c19394776004dcbd439740689288e05f704c4f019,C_MATCHING
STCRDDEK,0x80083594,0x800835d8,68,STCRDDEK_func_80083594,src/stcrddek/stcrddek_func_80083594.c,d6e70367ef16ce8125542fe928ceca08a5669122ab570b5822a7377a4253c981,C_MATCHING
STCRDDEK,0x800835d8,0x800837b4,476,STCRDDEK_func_800835d8,src/stcrddek/stcrddek_func_800835d8.c,d22432a534c4c980c77c948e0632a2219e30c9fa7c67023d2da375cf45335f83,C_MATCHING
STCRDDEK,0x800837b4,0x800838c4,272,STCRDDEK_func_800837b4,src/stcrddek/stcrddek_func_800837b4.c,ac6c3d9e098c89bd19d8aec23aad751e570be4ae57b61769324a920460a27d7b,C_MATCHING
STCRDDEK,0x800838c4,0x80083934,112,STCRDDEK_func_800838c4,src/stcrddek/stcrddek_func_800838c4.c,a92adc59937f8fcd9afdd221a28d6ec7e92538ba0d49de3c4f281bdd8fd3ebcf,C_MATCHING
STCRDDEK,0x80083934,0x8008397c,72,STCRDDEK_func_80083934,src/stcrddek/stcrddek_func_80083934.c,9525b0230f0b3a4df68716b76c259f7e14611c9854b39400b66341e5aa493a17,C_MATCHING
STCRDDEK,0x8008397c,0x80083d28,940,STCRDDEK_func_8008397c,src/stcrddek/stcrddek_func_8008397c.c,4056b25e8367bb1daaf3be2e9efcd9b5d97a2f530b86286e0e2ecaa04c14d1f1,C_MATCHING
STCRDDEK,0x80083d28,0x80084278,1360,STCRDDEK_func_80083d28,src/stcrddek/stcrddek_func_80083d28.c,fb1f70be7b836d4fbaa0c7f5b8d3797b1056fc097753f42a595838d8883f2eca,C_MATCHING
STCRDDEK,0x80084278,0x80084440,456,STCRDDEK_func_80084278,src/stcrddek/stcrddek_func_80084278.c,17d357199954cbdda5aaf76e5385a8a403563adf425f884e9e899dc2b6dc8b18,C_MATCHING
STCRDDEK,0x80084440,0x800847c0,896,STCRDDEK_func_80084440,src/stcrddek/stcrddek_func_80084440.c,e9fe3086be7bb25178cb5161cc43822502de2b7174dc6501efc918098367317a,C_MATCHING
STCRDDEK,0x800847c0,0x80084890,208,STCRDDEK_func_800847c0,src/stcrddek/stcrddek_func_800847c0.c,ac76c4fef03775700621dd7b400353a953abe7fa23d628c304718d46b77f536c,C_MATCHING
STCRDDEK,0x80084890,0x80085210,2432,STCRDDEK_func_80084890,src/stcrddek/stcrddek_func_80084890.c,9ce59b244c33a73027265f1b392ed70aa815ef3cd6cc65321cd1f7fcea8fac81,C_MATCHING
STCRDDEK,0x80085210,0x80086574,4964,STCRDDEK_func_80085210,src/stcrddek/stcrddek_func_80085210.c,390537aa4b96f09f37c98277aac5c847fe8aab61ac24ed30fdc2beb0179e25ad,C_MATCHING
STCRDDEK,0x80086574,0x8008660c,152,STCRDDEK_func_80086574,src/stcrddek/stcrddek_func_80086574.c,304457b820f47b7d16999d8a89328a2a85629d8d8395e07e842132632f3ab126,C_MATCHING
STCRDDEK,0x8008660c,0x80086664,88,STCRDDEK_func_8008660c,src/stcrddek/stcrddek_func_8008660c.c,5ec893358402ce4a2f126310ac8d7fcdf3cd5929d58e0c09ca902c56dc287acc,C_MATCHING
STCRDDEK,0x800867e8,0x8008687c,148,STCRDDEK_func_800867e8,src/stcrddek/stcrddek_func_800867e8.c,94007cc431f4cbee228e732db7b13438d72515177978278f3458e6b9e18e5e22,C_MATCHING
STCRDDEK,0x8008687c,0x800868e8,108,STCRDDEK_func_8008687c,src/stcrddek/stcrddek_func_8008687c.c,297d3ce7788ad070d8023b276155a1c94aaa6184131a73efef04e03a14bbc487,C_MATCHING
